Merchant_Name,City,Count_of_transactions,,,,,
puma,new delhi,1422,,,,,
v vaango td,new delhi,1422,,,,,
kailash service,new delhi,1421,,,,,
p pantaloons fashio,new delhi,1420,,,,,
singh service centre,new delhi,1419,,,,,
grab and fly,new delhi,1417,,,,,
igl nand nagari,new delhi,1415,,,,,
new raja sweets,new delhi,1411,,,,,
hundred percent filling,new delhi,1407,,,,,
vodafone idea,new delhi,1406,,,,,
chairman crpf welfare,new delhi,1405,,,,,
mata sheetla fuel stat,gurgaon,1404,,,,,
amazon seller,greater noida,1404,,,,,
bedi motors,new delhi,1402,,,,,
aman fill point,new delhi,1402,,,,,
hira sweets confectiona,new delhi,1398,,,,,
 hour filling statio,gurgaon,1394,,,,,
mukul diesels,new delhi,1394,,,,,
dr lal path labs,noida,1393,,,,,
looks salon,new delhi,1393,,,,,
urc mcc afstn,new delhi,1391,,,,,
m s mahadev buildtech,new delhi,1389,,,,,
army head quarter cant,new delhi,1385,,,,,
hp centre moti nagar,new delhi,1385,,,,,
big mart retail soluti,new delhi,1383,,,,,
shiva petroleum india,new delhi,1382,,,,,
new delhi centre,new delhi,1377,,,,,
lakshmi filling,new delhi,1373,,,,,
vishal mega,gurgaon,1371,,,,,
prem motors,gurgaon,1369,,,,,
kunaic mandi mart,gurgaon,1368,,,,,
rajeev service,new delhi,1364,,,,,
unit run canteen ai,new delhi,1362,,,,,
western air command ca,new delhi,1362,,,,,
shriom filling,gurgaon,1360,,,,,
st stephens hospitalso,new delhi,1360,,,,,
mangal petro,new delhi,1359,,,,,
jalvayu filling statio,new delhi,1358,,,,,
gf toll road pvt ltd,gurgaon,1357,,,,,
intimate service station,new delhi,1357,,,,,
the big chill,new delhi,1352,,,,,
aggarwal sweet corner,new delhi,1351,,,,,
gupta service,new delhi,1350,,,,,
 seven filling,gurgaon,1350,,,,,
chairman dry canteen cr,new delhi,1346,,,,,
ls intl pvt ltdrohini,new delhi,1345,,,,,
shivan auto centre,new delhi,1344,,,,,
urc sfc csd,new delhi,1343,,,,,
shaurya bhushan,new delhi,1343,,,,,
shivesh service station,new delhi,1339,,,,,
devyani,gurgaon,1337,,,,,
the beer cafe,new delhi,1333,,,,,
hpcl hp hira fuels,gurgaon,1331,,,,,
indigo,new delhi,1330,,,,,
vasant auto,new delhi,1330,,,,,
dig hq bsf liquor fund,new delhi,1328,,,,,
r s bhola ram,new delhi,1325,,,,,
car care centre,new delhi,1324,,,,,
kishore and co,new delhi,1323,,,,,
snowhite apparels ltd,new delhi,1320,,,,,
ms csd canteen,new delhi,1319,,,,,
kfc,noida,1317,,,,,
iglrohini,new delhi,1317,,,,,
iglkasna,noida,1317,,,,,
vasant,new delhi,1315,,,,,
shree bhagat ram s,new delhi,1312,,,,,
igljanakpuri d block,new delhi,1312,,,,,
anand filling,new delhi,1310,,,,,
comesum food plaza,new delhi,1310,,,,,
raj super service station,new delhi,1309,,,,,
mansaa,new delhi,1306,,,,,
aaui service station,new delhi,1305,,,,,
rohini filling,new delhi,1305,,,,,
essjay fuels,new delhi,1301,,,,,
gdm packaging pvt ltd,new delhi,1299,,,,,
sanyog pharmacy,new delhi,1288,,,,,
klove,new delhi,1287,,,,,
bhim singh,new delhi,1282,,,,,
sona sweets and sri ud,new delhi,1281,,,,,
fasttrack filling s,new delhi,1281,,,,,
pantaloons fashion r,noida,1280,,,,,
brp enterprises,new delhi,1278,,,,,
ansal palam vihar,gurgaon,1275,,,,,
shankar auto,new delhi,1275,,,,,
rakesh filling station,new delhi,1275,,,,,
bharti airtel limited,gurgaon,1274,,,,,
rainbow,new delhi,1274,,,,,
iocl sanjeev indian oi,new delhi,1273,,,,,
haldiram marketing pvt,new delhi,1273,,,,,
stop shop,noida,1271,,,,,
kulvinder nath marwah,new delhi,1269,,,,,
patanjali chikitsalya,gurgaon,1268,,,,,
vaish filling station,new delhi,1264,,,,,
buddy retail private l,new delhi,1263,,,,,
life style intl pvt lt,new delhi,1263,,,,,
subsidiarycanteen cpc,new delhi,1262,,,,,
karun filling station,new delhi,1262,,,,,
felix healthcare,noida,1261,,,,,
buddy t d retail priv,new delhi,1258,,,,,
nathu sweets,new delhi,1258,,,,,
w,new delhi,1258,,,,,
igl rohini sec,new delhi,1258,,,,,
drivewell service stat,new delhi,1255,,,,,
rn motor peeragadhi,new delhi,1255,,,,,
rana motors,new delhi,1255,,,,,
speedways service centre,new delhi,1254,,,,,
saroj super speciality,new delhi,1252,,,,,
ravi filling,new delhi,1249,,,,,
super auto,new delhi,1249,,,,,
carnival films pvt ltd,gurgaon,1248,,,,,
shoppers stop,noida,1248,,,,,
green chick chop,gurgaon,1248,,,,,
puran service station,new delhi,1246,,,,,
hpcl kapoor service st,new delhi,1244,,,,,
ajay malhotra,new delhi,1239,,,,,
taneja service,new delhi,1238,,,,,
srs limited,gurgaon,1234,,,,,
cafe coffee day,gurgaon,1231,,,,,
red fort delhi,new delhi,1230,,,,,
pauls petro mart,new delhi,1227,,,,,
grover sweets,new delhi,1225,,,,,
igl rohini mega,new delhi,1225,,,,,
h p hira fuels,gurgaon,1225,,,,,
kfc select city,new delhi,1225,,,,,
phd,gurgaon,1224,,,,,
tuli,new delhi,1223,,,,,
devsena service station,new delhi,1217,,,,,
deepak,new delhi,1217,,,,,
d d motors,new delhi,1216,,,,,
igl shakurpur,new delhi,1215,,,,,
ashoka service station,new delhi,1215,,,,,
wengers,new delhi,1214,,,,,
shivalik service center,new delhi,1213,,,,,
intimate service,new delhi,1213,,,,,
iocl priyanka service,new delhi,1209,,,,,
kanwar and co,new delhi,1208,,,,,
life style intl pvt lt,noida,1208,,,,,
rel retail ltdfresh,noida,1208,,,,,
pantaloons p,new delhi,1207,,,,,
e,new delhi,1206,,,,,
irwin road service statio,new delhi,1204,,,,,
shri ram restaurant,gurgaon,1204,,,,,
batra oil company,new delhi,1203,,,,,
afwwa l uphar shop,new delhi,1202,,,,,
maheshwari service statio,new delhi,1200,,,,,
indian oil corporation,noida,1198,,,,,
future retail ltd,noida,1196,,,,,
oyo rooms,gurgaon,1195,,,,,
tata starbucks,noida,1195,,,,,
igl nh gazipur,new delhi,1194,,,,,
karan petroleum,gurgaon,1194,,,,,
lakshya buildtech,gurgaon,1191,,,,,
navyug fuels,gurgaon,1191,,,,,
vaango v,new delhi,1186,,,,,
aggarwal store,new delhi,1186,,,,,
dwarka sec b,new delhi,1186,,,,,
badarpur service stati,new delhi,1185,,,,,
maa anand mai,new delhi,1185,,,,,
hp hira fuels,gurgaon,1184,,,,,
ess jay fuels,new delhi,1183,,,,,
ramlal bansiwal and so,new delhi,1180,,,,,
iglsarai kale khan ii,new delhi,1180,,,,,
dunkin,gurgaon,1179,,,,,
sardar singh bhati,new delhi,1176,,,,,
a and s,new delhi,1174,,,,,
veteran canteen,gurgaon,1174,,,,,
igl c b d shahdara,new delhi,1172,,,,,
chaudhary auto,noida,1170,,,,,
kailash healthcare lim,noida,1169,,,,,
tpddl,new delhi,1166,,,,,
radinton tradex privat,new delhi,1165,,,,,
iglmadanpur khader ii,new delhi,1164,,,,,
kaleva,new delhi,1164,,,,,
aggarwal,noida,1163,,,,,
haldiram igid,new delhi,1161,,,,,
kapur auto service,new delhi,1161,,,,,
hansalaya service,gurgaon,1161,,,,,
qutb minar delhi,new delhi,1160,,,,,
igl metcalfe,new delhi,1158,,,,,
haldiram products,new delhi,1158,,,,,
roop filling,new delhi,1157,,,,,
archies,new delhi,1157,,,,,
dollar food chicken,new delhi,1157,,,,,
s s filling station,gurgaon,1155,,,,,
brand factory,new delhi,1155,,,,,
h and m hennes and mau,new delhi,1154,,,,,
segue communications,new delhi,1153,,,,,
international hospital,noida,1151,,,,,
csd canteen army b,new delhi,1149,,,,,
globe service station,new delhi,1149,,,,,
wine and beer shop indot,new delhi,1143,,,,,
igludyan marg,new delhi,1142,,,,,
cafe espresso,new delhi,1142,,,,,
lamo kargil,new delhi,1141,,,,,
maheshwari service,new delhi,1140,,,,,
travel business networ,new delhi,1139,,,,,
fbb,gurgaon,1139,,,,,
inditex trent retail i,new delhi,1139,,,,,
wine shop,noida,1138,,,,,
igl brar square,new delhi,1137,,,,,
igl nh defence,new delhi,1137,,,,,
csd canteen hq sff,new delhi,1135,,,,,
inditex trent retail indi,gurgaon,1133,,,,,
arun vastra bhandar pv,new delhi,1132,,,,,
icare eye hospital,noida,1131,,,,,
hotel sarvana bhavan,new delhi,1131,,,,,
travel retail services pv,new delhi,1128,,,,,
shaurya bhushan fillin,new delhi,1128,,,,,
csd army battle honours,new delhi,1126,,,,,
indraprastha appolo ho,noida,1124,,,,,
vansh filling,gurgaon,1124,,,,,
suvasini charitable,new delhi,1123,,,,,
united colors,new delhi,1122,,,,,
super auto centre,new delhi,1122,,,,,
ram avtar filling stat,gurgaon,1121,,,,,
shri krishna h p cen,new delhi,1121,,,,,
big mart retail pvt ltd,new delhi,1120,,,,,
hpcl suraj auto,gurgaon,1120,,,,,
karachi bakery,new delhi,1119,,,,,
shamsher singh,new delhi,1118,,,,,
safety stores,noida,1117,,,,,
goel garments,new delhi,1117,,,,,
associated trading,new delhi,1116,,,,,
jain service,noida,1115,,,,,
healthy pie,gurgaon,1114,,,,,
iglrohini distt centr,new delhi,1113,,,,,
rastogi garments,new delhi,1113,,,,,
ashok t gulrajani,new delhi,1113,,,,,
shaheed sumeet roy ent,new delhi,1113,,,,,
 bn bsf campus chhawl,new delhi,1111,,,,,
mk entertainment pvt,new delhi,1110,,,,,
croma,noida,1108,,,,,
macsen consultancy,new delhi,1107,,,,,
fuel nation,gurgaon,1106,,,,,
chairman cpc canteen sdg,new delhi,1106,,,,,
shanti service station,new delhi,1105,,,,,
stelatoes shoes acce,new delhi,1104,,,,,
iglshanti path,new delhi,1103,,,,,
the burger club,new delhi,1101,,,,,
s b filling station,new delhi,1099,,,,,
iglnoida,noida,1099,,,,,
mittal store,new delhi,1098,,,,,
hira sweets,noida,1096,,,,,
balaji medical,new delhi,1094,,,,,
m l sethi service,new delhi,1092,,,,,
dr lal path labs,gurgaon,1091,,,,,
kendriya bhandar,gurgaon,1090,,,,,
apollo hospitals,noida,1088,,,,,
omera fuels,gurgaon,1088,,,,,
igl noida sector,new delhi,1086,,,,,
amway india enterpris,gurgaon,1083,,,,,
hpcl rajan auto care,gurgaon,1080,,,,,
levis,new delhi,1079,,,,,
indra filling station,new delhi,1075,,,,,
urc of hq inf bde,new delhi,1074,,,,,
cod ac csd canteen,new delhi,1072,,,,,
unity metro park,new delhi,1070,,,,,
auto engineers,new delhi,1070,,,,,
guliani medicose,gurgaon,1068,,,,,
csd canteen,new delhi,1068,,,,,
shivesh service,new delhi,1067,,,,,
m l sethi,new delhi,1067,,,,,
essar shree balaji fue,gurgaon,1066,,,,,
singh service station,new delhi,1066,,,,,
kailash medicos privat,noida,1065,,,,,
bansal service centre,new delhi,1064,,,,,
chandra prabhu,new delhi,1063,,,,,
petro mall,gurgaon,1062,,,,,
cafe coffee day,noida,1061,,,,,
suraj auto,gurgaon,1060,,,,,
escorts heart,new delhi,1058,,,,,
vishwas filing station,new delhi,1058,,,,,
costa coffee,gurgaon,1056,,,,,
sharda pipes pvt ltd,new delhi,1056,,,,,
reliance digital,new delhi,1055,,,,,
dainik bazaar,gurgaon,1054,,,,,
igl madanpur khadar,new delhi,1050,,,,,
centre halfservice,new delhi,1050,,,,,
kfc manesar gurgaon,gurgaon,1049,,,,,
ibpdelhi diesels,new delhi,1049,,,,,
prem dairy,gurgaon,1049,,,,,
aggarwal super,new delhi,1048,,,,,
sagar automobiles,noida,1047,,,,,
k kfc forecourt,new delhi,1046,,,,,
pam filling station,new delhi,1046,,,,,
shoppers stop,new delhi,1045,,,,,
rajdhani,new delhi,1044,,,,,
tsi,new delhi,1044,,,,,
jagdish filling,new delhi,1044,,,,,
meer singh fuel,gurgaon,1044,,,,,
shri deep petro,gurgaon,1044,,,,,
evergreen service,new delhi,1043,,,,,
shaheed manohar,gurgaon,1041,,,,,
sanwariya petro,gurgaon,1041,,,,,
geetanjali salon,new delhi,1040,,,,,
krishna store,new delhi,1039,,,,,
shaheed major anurag conv,noida,1039,,,,,
paul motors,new delhi,1038,,,,,
holy family hospital,new delhi,1033,,,,,
centre for sight,new delhi,1031,,,,,
madhushala,gurgaon,1031,,,,,
raghav filling station,new delhi,1030,,,,,
whole foods,new delhi,1028,,,,,
igl i f c gazipur i,new delhi,1028,,,,,
kfc gip sec a,noida,1027,,,,,
ramashram service station,new delhi,1025,,,,,
rel retail ltd digit,new delhi,1024,,,,,
metro cash,new delhi,1024,,,,,
igl nanak piao,new delhi,1021,,,,,
pusa road service stat,new delhi,1021,,,,,
gurgaon fuel,gurgaon,1020,,,,,
civil services officers,new delhi,1019,,,,,
haldiramdilshad garde,new delhi,1019,,,,,
cobb apparels,gurgaon,1018,,,,,
dunkin,new delhi,1018,,,,,
xpressbees,new delhi,1016,,,,,
evergreen sweet,new delhi,1016,,,,,
choudhary gohana famou,gurgaon,1015,,,,,
bedi saxena,new delhi,1015,,,,,
iglnoida sec,noida,1015,,,,,
avr super mart noida,noida,1014,,,,,
nik bakers m g,new delhi,1012,,,,,
shri m c k r hosp ayurv,new delhi,1011,,,,,
shri bikaner,gurgaon,1010,,,,,
geekay services,new delhi,1009,,,,,
bercos,new delhi,1009,,,,,
bpcl shaheed nanak cha,gurgaon,1009,,,,,
spencers,greater noida,1008,,,,,
ajay cassette company,new delhi,1007,,,,,
tobacoo king,gurgaon,1007,,,,,
maharaja agrasen,new delhi,1006,,,,,
lakshmi filling statio,new delhi,1006,,,,,
cantabil,gurgaon,1005,,,,,
pizza hut,new delhi,1005,,,,,
westside a unit of trent,new delhi,1003,,,,,
om sai filling,greater noida,1003,,,,,
amritsari express,new delhi,1003,,,,,
chanakyapuri,new delhi,1002,,,,,
punjabi by nature,new delhi,1001,,,,,
kailash hospitals,greater noida,994,,,,,
paradise food,gurgaon,993,,,,,
om service station h,new delhi,992,,,,,
s i sales,new delhi,991,,,,,
m g mobiles india,new delhi,990,,,,,
csd canteen trg centre,gurgaon,990,,,,,
nathus sweets,new delhi,990,,,,,
iglmathura road,new delhi,990,,,,,
flp trading private limit,new delhi,989,,,,,
spencers retail ltd,gurgaon,988,,,,,
max mart,gurgaon,985,,,,,
shine star hospitality,new delhi,984,,,,,
taurus officer,new delhi,983,,,,,
raizada motors,new delhi,982,,,,,
iglrohini sec,new delhi,982,,,,,
city medicos,new delhi,982,,,,,
om service station,new delhi,982,,,,,
harshita service,new delhi,981,,,,,
bachat bhandaar,new delhi,981,,,,,
globus stores pvt ltd,noida,976,,,,,
airforce canteen gurga,gurgaon,975,,,,,
shaheed sumeet roy enterp,new delhi,975,,,,,
tapandeep singh,noida,969,,,,,
delhi janak place,new delhi,969,,,,,
aaui service,new delhi,967,,,,,
daily mart,noida,965,,,,,
central court,new delhi,964,,,,,
b s fuels,gurgaon,964,,,,,
united engineers servi,new delhi,964,,,,,
bses yamuna power ltd,new delhi,963,,,,,
veejay service,new delhi,961,,,,,
rampooti retails,noida,960,,,,,
gargi travels private,new delhi,959,,,,,
gianis,new delhi,959,,,,,
gymkhana service station,new delhi,958,,,,,
bansi wala,new delhi,957,,,,,
golf ex gas station,gurgaon,955,,,,,
bikaner sweets,gurgaon,954,,,,,
bharat h p centre,new delhi,951,,,,,
raj kumar kalra,new delhi,951,,,,,
cafe delhi height,new delhi,950,,,,,
motorades,new delhi,950,,,,,
gurgaon dreamz,gurgaon,950,,,,,
red tape shoes,noida,947,,,,,
westsidea unit of trent,new delhi,946,,,,,
igl narela,new delhi,944,,,,,
super service station,new delhi,943,,,,,
cafe delhi,new delhi,943,,,,,
keventers,new delhi,939,,,,,
safdarjung service sta,new delhi,939,,,,,
social,new delhi,937,,,,,
compass group,gurgaon,936,,,,,
muhavra,new delhi,936,,,,,
naivedyam,gurgaon,935,,,,,
metro pharmacy,new delhi,934,,,,,
jai shree,new delhi,934,,,,,
indian oil corporation,new delhi,934,,,,,
oic unit,gurgaon,934,,,,,
fortis hospital,new delhi,933,,,,,
miniso,new delhi,931,,,,,
jfj motors,new delhi,930,,,,,
bhai oil,new delhi,930,,,,,
vps rockland hospitals,new delhi,930,,,,,
glow infocom pvt ltd,new delhi,929,,,,,
book care centre,gurgaon,929,,,,,
mobiliti world,new delhi,925,,,,,
patanjali mega,new delhi,924,,,,,
surbhi hospital pvt lt,noida,923,,,,,
sanyog,new delhi,922,,,,,
motorades ibp,new delhi,922,,,,,
pharmacy,gurgaon,922,,,,,
iglpragati maidan,new delhi,921,,,,,
kalyan jewellers india,new delhi,920,,,,,
master fuels,gurgaon,920,,,,,
a square wheels and fuels,gurgaon,919,,,,,
vaango dom,new delhi,917,,,,,
dainik bazar,gurgaon,916,,,,,
globe service,new delhi,915,,,,,
sneh communicationnew,new delhi,915,,,,,
manoj kumar gupta,new delhi,914,,,,,
s vidya service statio,new delhi,913,,,,,
indraprastha cancer so,new delhi,912,,,,,
honey money top,noida,912,,,,,
r s travel and tours i,new delhi,909,,,,,
urc hq paschim up sub,noida,908,,,,,
inox leisure ltd,noida,908,,,,,
sai ram service,new delhi,908,,,,,
sir ganga ram,new delhi,905,,,,,
psri new delhi,new delhi,903,,,,,
beacon metals india,new delhi,903,,,,,
vipul motors pvt,noida,903,,,,,
automotives,new delhi,901,,,,,
soul pharmacy,noida,901,,,,,
bindal apparels,new delhi,900,,,,,
dhingra service station,new delhi,899,,,,,
sagar automobile,noida,899,,,,,
csd account sws,gurgaon,899,,,,,
vestige marketing pltd,new delhi,896,,,,,
mannat dhaba,gurgaon,895,,,,,
mithaas sweets and res,noida,894,,,,,
economy sales,new delhi,894,,,,,
delhi metro rai,new delhi,893,,,,,
garg super store,gurgaon,893,,,,,
at cafe vmpl,new delhi,893,,,,,
delhi mart,new delhi,892,,,,,
miniso life style,noida,892,,,,,
co mart,new delhi,891,,,,,
swar sangam east,new delhi,891,,,,,
street food,new delhi,890,,,,,
shrim international pv,new delhi,888,,,,,
barista coffee,gurgaon,888,,,,,
shaan farms pvt,new delhi,888,,,,,
bangla foods,new delhi,886,,,,,
nike,new delhi,886,,,,,
grab n fly,new delhi,886,,,,,
igl paschim vihar,new delhi,884,,,,,
vishwendra verma,new delhi,884,,,,,
ramesh service,new delhi,884,,,,,
liquor shop,new delhi,884,,,,,
mum,gurgaon,883,,,,,
nazeer hospitality,new delhi,882,,,,,
modern service station,new delhi,882,,,,,
barista coffee,new delhi,881,,,,,
igl rohini sec xix,new delhi,881,,,,,
mad bananas,noida,881,,,,,
yoyo distillers and bo,new delhi,880,,,,,
hindustan petroleum co,new delhi,879,,,,,
sabharwal service station,new delhi,878,,,,,
savita filling,new delhi,877,,,,,
ch keshram shyamo,noida,876,,,,,
gymkhana service statio,new delhi,875,,,,,
indira ivf hospital pr,new delhi,875,,,,,
,new delhi,875,,,,,
subway,noida,873,,,,,
commandant bn crpf,new delhi,873,,,,,
ramesh service station,new delhi,873,,,,,
gurgaon sapphire,gurgaon,872,,,,,
liquor concept,new delhi,867,,,,,
sanjeev filling statio,new delhi,867,,,,,
honey money top retail,gurgaon,867,,,,,
bee gee motors,new delhi,866,,,,,
ayshman hospital,new delhi,865,,,,,
garg,new delhi,865,,,,,
pragati,new delhi,865,,,,,
bhagat hospitals pvt l,new delhi,864,,,,,
twenty four seven gpil,new delhi,864,,,,,
rajkamal liquors pvt,new delhi,864,,,,,
madura fashion and lif,noida,863,,,,,
aiims,new delhi,862,,,,,
mandi,gurgaon,862,,,,,
gopala,noida,859,,,,,
shubham store,new delhi,859,,,,,
lotus bazaar,noida,859,,,,,
kargil heights filling st,new delhi,859,,,,,
apollo,greater noida,859,,,,,
v m traders every little,noida,858,,,,,
nand kishor,noida,855,,,,,
iglsan martin,new delhi,855,,,,,
nargesh kumar,new delhi,854,,,,,
igllado sarai,new delhi,854,,,,,
unique filling station,new delhi,853,,,,,
g s service station,new delhi,853,,,,,
modern service,new delhi,853,,,,,
iglnehru place,new delhi,853,,,,,
j mart,gurgaon,852,,,,,
evergreen sweet house,new delhi,851,,,,,
funcity,gurgaon,851,,,,,
surajkund,new delhi,850,,,,,
ashish services,new delhi,850,,,,,
true bazaar,gurgaon,849,,,,,
maa dhaneshwari hp cen,new delhi,846,,,,,
geetanjali,new delhi,845,,,,,
 to departmental st,new delhi,844,,,,,
rewari sweets,gurgaon,842,,,,,
maximum outfits privat,new delhi,841,,,,,
shaheed om fuels,new delhi,841,,,,,
wave cinemas,new delhi,840,,,,,
apna bazar,new delhi,840,,,,,
delhi tourism,new delhi,840,,,,,
oic unit run,gurgaon,838,,,,,
aatma store,new delhi,837,,,,,
c n enterprises i o c,new delhi,836,,,,,
subhash automobiles,greater noida,834,,,,,
igl okhla dsiidc,new delhi,834,,,,,
kake da hotel,new delhi,833,,,,,
imperfecto,noida,831,,,,,
hpcl pick n drive servi,new delhi,831,,,,,
boxer fuel point,gurgaon,830,,,,,
devendra singh,noida,828,,,,,
badus petro,new delhi,828,,,,,
iocl khyber service st,new delhi,826,,,,,
savitri filling statio,new delhi,826,,,,,
tyagi petroleum,new delhi,826,,,,,
jaypee infratech,noida,826,,,,,
kitchner road service sta,new delhi,826,,,,,
igl madanpur khader i,new delhi,825,,,,,
aapka dawa bazar,new delhi,824,,,,,
bharat petroleum corporat,gurgaon,824,,,,,
sai caterers,new delhi,823,,,,,
bachat bazar,new delhi,823,,,,,
rohit departmental,gurgaon,823,,,,,
hpcl ajay ahuja filling,new delhi,823,,,,,
tuli motors,new delhi,823,,,,,
grover mithaivala,new delhi,822,,,,,
gurdit singh bhasin,new delhi,822,,,,,
iglmayapuri,new delhi,822,,,,,
heera tea and,gurgaon,820,,,,,
adidas,new delhi,820,,,,,
csd fund acct asdc,new delhi,820,,,,,
paras petroleum,gurgaon,819,,,,,
visa spring,new delhi,818,,,,,
decathlon sports,greater noida,818,,,,,
frescco express,new delhi,818,,,,,
jain departmental store,new delhi,817,,,,,
rastogi book depot,new delhi,816,,,,,
igl dheerpur,new delhi,815,,,,,
hp kataria fuel co,gurgaon,815,,,,,
hariana fresh,new delhi,815,,,,,
kushagra builders,noida,814,,,,,
shanti service stn,new delhi,813,,,,,
bakers oven,gurgaon,812,,,,,
my phygital cafe pvt l,new delhi,811,,,,,
wine beer,new delhi,811,,,,,
needs gourmet,gurgaon,810,,,,,
shaheed ramendra prata,noida,807,,,,,
dana choga,gurgaon,807,,,,,
dev super mart,gurgaon,804,,,,,
bachat,new delhi,804,,,,,
